hashtags/0,hashtags/1,hashtags/2,hashtags/3,hashtags/4,hashtags/5,hashtags/6,hashtags/7,hashtags/8,hashtags/9,hashtags/10,hashtags/11,hashtags/12,hashtags/13,hashtags/14,hashtags/15,hashtags/16,hashtags/17,hashtags/18,hashtags/19,hashtags/20,hashtags/21,hashtags/22,hashtags/23,hashtags/24,hashtags/25,hashtags/26,hashtags/27,hashtags/28,hashtags/29,ownerUsername,shortCode,videoDuration,ownerFullName,url,videoUrl,displayUrl,id,type,caption
selfhelp,selfhelptools,selfhelpbooks,therapy,anxiety,mentalhealthawareness,psychology,anxious,jealous,breakups,couplestherapy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drjulie,Ca76KC-u07Y,38.4,Dr Julie Smith | Psychologist,https://www.instagram.com/p/Ca76KC-u07Y/,https://scontent-man2-1.cdninstagram.com/v/t50.2886-16/10000000_5023963944359650_5866216316300482841_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjEwODAuY2xpcHMuaGlnaCIsInFlX2dyb3VwcyI6IltcImlnX3dlYl9kZWxpdmVyeV92dHNfb3RmXCJdIn0&_nc_ht=scontent-man2-1.cdninstagram.com&_nc_cat=110&_nc_ohc=y8aKEqO7jNYAX9tlaCl&edm=AABBvjUBAAAA&vs=724881338881284_100759274&_nc_vs=HBksFQAYJEdJQ1dtQURpbGtUQ1JOa1JBQm5ac0x5by1HaFJicV9FQUFBRhUAAsgBABUAGCRHRi1XYWhCRnFWR3UtYzRGQUU4Q05laFR5YWx1YnFfRUFBQUYVAgLIAQAoABgAGwAVAAAmkNTfieaj7T8VAigCQzMsF0BDMzMzMzMzGBJkYXNoX2hpZ2hfMTA4MHBfdjERAHX%2BBwA%3D&_nc_rid=4717e9a939&ccb=7-5&oh=00_AfCF082Ewof2rYsZToU2XhOb8EpCjnE2qcT0b-B5ctfDyA&oe=6432DA38&_nc_sid=83d603,https://scontent-man2-1.cdninstagram.com/v/t51.2885-15/275669785_1317443058741721_9111189878129887670_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-man2-1.cdninstagram.com&_nc_cat=101&_nc_ohc=-A4qxe6TacwAX8eHioR&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AfDEvTt3ZkFlSkfYwM9HDWIwMQ5bZ6lMvO3Atg9oSoBO6A&oe=64336F0C&_nc_sid=83d603,2.79E+18,Video,"Do you notice that when you’re stressed your emotions have more power over you? Emotional reasoning might have something to do with it. That’s because the brain is much more likely to use short-cuts (in the form of thought bias) when we are under stress. Emotional reasoning is a biased thought pattern in which we assume, “I feel it, therefore it must be true.” Here’s a few points about emotional reasoning that you need to know:

* Feelings are not facts. They are information and ideas offered to us by the brain as a way to make sense of the world around us.
* Part of the power of any emotion is in how much we believe it to be a true and fair reflection of reality.
* Therefore, is an emotion is not a fair reflection of reality but we are taking it to be so, then we experience distress unnecessarily. 

For more details on this and other thought biases, and how to deal with them get your copy of my number one Sunday Times Bestseller, Why Has Nobody Told Me This Before? Worldwide and audiobook links are in bio.

#selfhelp #selfhelptools #selfhelpbooks #therapy #anxiety #mentalhealthawareness #psychology #anxious #jealous #breakups #couplestherapy"
friendship,breakups,breakup,friend,friends,boundaries,toxicrelationships,toxicfriends,selfhelp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drjulie,Cbf3DqEl0bT,45.966,Dr Julie Smith | Psychologist,https://www.instagram.com/p/Cbf3DqEl0bT/,https://instagram.fldb11-1.fna.fbcdn.net/v/t50.2886-16/10000000_3238945989651366_2486854940205084538_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjEwODAuY2xpcHMuaGlnaCIsInFlX2dyb3VwcyI6IltcImlnX3dlYl9kZWxpdmVyeV92dHNfb3RmXCJdIn0&_nc_ht=instagram.fldb11-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=HfQCXzvtJ30AX-WCkWu&edm=AABBvjUBAAAA&vs=1299812347208016_3590771770&_nc_vs=HBksFQAYJEdJQ1dtQUNtNnlqaHpZRUxBSHB2Mldaa0ZZTWlicV9FQUFBRhUAAsgBABUAGCRHQXo3Z2hBa2NDN0p3RklDQUZ2WEZOQy1UT1o5YnFfRUFBQUYVAgLIAQAoABgAGwAVAAAmmITaspCT7D8VAigCQzMsF0BG%2B6XjU%2FfPGBJkYXNoX2hpZ2hfMTA4MHBfdjERAHX%2BBwA%3D&_nc_rid=181be1a7f5&ccb=7-5&oh=00_AfALq4n3F5fcHN6vnCvOSnCM7lyNbI7gM4g5NiPGoXxHPQ&oe=6432DDF3&_nc_sid=83d603,https://instagram.fldb11-1.fna.fbcdn.net/v/t51.2885-15/277080162_1028551767869871_7724729998061291305_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fldb11-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=1HKcUpG1REUAX_IKPki&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AfAGO1RUycnxteNPY0xHQvXxI2Awm8i6sd1LkuXOP8tI_A&oe=64334E89&_nc_sid=83d603,2.8E+18,Video,"Can you Relate? Have any of these reasons kept you in a harmful friendship? It’s something that doesn’t seem to get talked about but is an issue that arises in therapy. Maybe that’s because these things are so difficult to talk about unless you are in a confidential space. It’s important to point out that, even if you choose to end a friendship, there may still be a grieving process that you experience if that person was a big part of your life. I talk more about what to expect from grief and how to work through it in my book, Why Has Nobody Told Me This Before? It is currently sitting at no.1 in the Sunday Times Bestseller list for its 10th week  To check it out see the link in my bio. 

#friendship #breakups #breakup #friend #friends #boundaries #toxicrelationships #toxicfriends #selfhelp 1920th"
lowmood,anxietyanddepression,depressionawareness,therapy,psychology,psychologist,selfhelp,selfcare,selfhelpbook,selfhelpbook2022,selfhealing,selfhealers,mentalhealthawareness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drjulie,CauuxKgrrU2,58.233,Dr Julie Smith | Psychologist,https://www.instagram.com/p/CauuxKgrrU2/,https://instagram.fcor2-1.fna.fbcdn.net/v/t50.2886-16/10000000_1640055143061383_833570664321773078_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjEwODAuY2xpcHMuaGlnaCIsInFlX2dyb3VwcyI6IltcImlnX3dlYl9kZWxpdmVyeV92dHNfb3RmXCJdIn0&_nc_ht=instagram.fcor2-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=esHuKvvBs8MAX-RmDZO&edm=AABBvjUBAAAA&vs=518575956354639_3177841919&_nc_vs=HBksFQAYJEdJQ1dtQUNIMXpZWW45TUZBQmJ1RlU0YWNKRUxicV9FQUFBRhUAAsgBABUAGCRHQ3ItWlJCYm4wb0RGcGtCQUNJWVotZHJMajhlYnFfRUFBQUYVAgLIAQAoABgAGwAVAAAmnu7rnOmI5T8VAigCQzMsF0BNHdLxqfvnGBJkYXNoX2hpZ2hfMTA4MHBfdjERAHX%2BBwA%3D&_nc_rid=186e346611&ccb=7-5&oh=00_AfCZmfIDW-qcFdTK16Ne4qCnMNLr-lEuNVIkgdwoaeO_hQ&oe=64334865&_nc_sid=83d603,https://instagram.fcor2-1.fna.fbcdn.net/v/t51.2885-15/275158676_125956876433113_2089819490312071712_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fcor2-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=idyYUb0kSUwAX-qXxza&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AfCZJr6I10vNMtzBHJAXgLMvOflBUtawhA1p5jSsPMaVIw&oe=643300F9&_nc_sid=83d603,2.79E+18,Video,"Can you relate? Everyone has low days. Everyone. It’s a normal part of the human experience to have some fluctuation in mood. But we don’t have to be at the mercy of it…(continues below ).

*I read these words from my new book, the number 1 Sunday Times Bestseller, Why Has Nobody Told Me This Before? Currently it’s £7.50 inc delivery on Amazon. To read further on how to deal with low mood, see links in bio to get yours. If you can’t be bothered to read it and you’d prefer me to read it to you, this audiobook is free to keep forever when you sign up to Audible (link in bio ). 

There are things we can do to improve our chances of waking up in a better mood than we did yesterday. In addition, there are things we can do to help shift our mood in the moment and bring ourselves back up when  our emotion state takes a hit.

I cover this in detail in my book, available across the world. See the link in my bio. 

#lowmood #anxietyanddepression #depressionawareness #therapy #psychology #psychologist #selfhelp #selfcare #selfhelpbook #selfhelpbook2022 #selfhealing #selfhealers #mentalhealthawareness"
loneliness,lonely,depressiontips,mentalhealth,socialanxiety,mentalhealthawareness,anxietytips,anxiety,therapy,selfhelp,selfhelpbook,psychologist,introvert,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drjulie,CbVdcoFPU_d,37.066,Dr Julie Smith | Psychologist,https://www.instagram.com/p/CbVdcoFPU_d/,https://instagram.fbrs1-1.fna.fbcdn.net/v/t50.2886-16/10000000_1366191453794734_6652047844984451960_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjEwODAuY2xpcHMuaGlnaCIsInFlX2dyb3VwcyI6IltcImlnX3dlYl9kZWxpdmVyeV92dHNfb3RmXCJdIn0&_nc_ht=instagram.fbrs1-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=wNWJwmBDEhkAX9TCHQ5&edm=AABBvjUBAAAA&vs=298392529044912_4126294790&_nc_vs=HBksFQAYJEdJQ1dtQUN1Y1V3OGk5b0VBSGh6TTExRjBsQmNicV9FQUFBRhUAAsgBABUAGCRHTmtNZ3hDRTd1ZG5wNEVCQUlwazVOUHdndnhwYnFfRUFBQUYVAgLIAQAoABgAGwAVAAAmgvfW2tf%2F6z8VAigCQzMsF0BCiHKwIMScGBJkYXNoX2hpZ2hfMTA4MHBfdjERAHX%2BBwA%3D&_nc_rid=14ccaf319e&ccb=7-5&oh=00_AfAMKgxtKacfriQrmN8lQPmskC0B2Eh6jhtrs0sxF_wN7A&oe=64336643&_nc_sid=83d603,https://instagram.fbrs1-1.fna.fbcdn.net/v/t51.2885-15/276060986_107324828507067_7471472854144295978_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fbrs1-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=IAvKffnyPWwAX-8NA83&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AfAgq6iTlvqhGBwGyl1Jbhyo6cglHSorTo0qI5Vvp3pzNg&oe=643345E5&_nc_sid=83d603,2.8E+18,Video,"Who else can relate? The pain of loneliness causes us to block it out by putting other things in the way, often without conscious awareness. We start to fill all the quiet moments when loneliness might creep in. We buy more stuff that we don’t need, eat more food that we don’t need, mindlessly scroll online or numb the brain with hours upon hours of tv. More below  

My new book, Why Has Nobody Told Me This Before? covers how to deal with painful emotion. It’s currently half price at £7.50 or if you don’t fancy reading it I can read it for you - download the audiobook for free with audible link in bio.

The key to working out what pains these actions are covering up, we only have to remove them for a short time. The discomfort can arise very quickly when we simply try to still the mind and be present. Sounds easy but for many it can be highly aversive and lead to a swift return to the safety behaviours that make it all go away (for now). I cover in detail how to sit with that discomfort using mindfulness and self-reflection to better understand what is feeding those behaviours. 

Feel free to share ?? @drjulie 

See the link in my bio for my no. 1 Sunday Times Bestseller, Why Has Nobody Told Me This Before? 

#loneliness #lonely #depressiontips #mentalhealth #socialanxiety #mentalhealthawareness #anxietytips #anxiety #therapy #selfhelp #selfhelpbook #psychologist #introvert"
lowmood,depressionawareness,depressionsupport,therapy,selfhelp,selfcare,grief,psychologist,selfhealing,anxiety,mentalhealth,mentalhealthawareness,WhyHasNobodyToldMeThisBefore,drjulie,mentalhealthrecovery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drjulie,CcdPtNfOaFx,48.433,Dr Julie Smith | Psychologist,https://www.instagram.com/p/CcdPtNfOaFx/,https://instagram.fhph1-3.fna.fbcdn.net/v/t50.2886-16/10000000_364107518823593_1095721672676434302_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjEwODAuY2xpcHMuaGlnaCIsInFlX2dyb3VwcyI6IltcImlnX3dlYl9kZWxpdmVyeV92dHNfb3RmXCJdIn0&_nc_ht=instagram.fhph1-3.fna.fbcdn.net&_nc_cat=105&_nc_ohc=fH_NsyvY1lsAX8nExni&edm=AABBvjUBAAAA&vs=516353606802429_3089508856&_nc_vs=HBksFQAYJEdJQ1dtQUNwekZGakowc0JBSDVoazFBT3lUUVBicV9FQUFBRhUAAsgBABUAGCRHTmdfbmhBRWJtNVAtYnNFQUR0anJwNGRQb0lDYnFfRUFBQUYVAgLIAQAoABgAGwAVAAAmvvPZ%2Forfw0AVAigCQzMsF0BIN2yLQ5WBGBJkYXNoX2hpZ2hfMTA4MHBfdjERAHX%2BBwA%3D&_nc_rid=13a46c3c9c&ccb=7-5&oh=00_AfDctofLglGOfHu8Xk8MwFQ3xAKhNus0xLx24IvKoEI1QA&oe=6432D8E0&_nc_sid=83d603,https://instagram.fhph1-2.fna.fbcdn.net/v/t51.2885-15/278673969_532391415071190_7785886061469536747_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fhph1-2.fna.fbcdn.net&_nc_cat=106&_nc_ohc=iOvrdx6ntGYAX-dy4pp&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AfBI62Y4meFfzkUmRONPFNyirLi-T3w2tBXfSitRNMWejA&oe=64330650&_nc_sid=83d603,2.82E+18,Video,"What aspects of your environment are contributing to your low mood? Which of those things could you make changes to? Share with me in the comments.

Many people who experience episodes of low mood blame themselves. They see it as something they are getting wrong. But if a plant does not flourish, you don’t blame the plant, you make adjustments to the environment to ensure that it meets the needs of that plant. There are many things in our lives that are much easier to adjust and change than our brain chemistry. Feel free to share this video. 

If you struggle with low mood and found this helpful, there are lots of insights from therapy in my No.1 Sunday Times Bestselling book, Why Has Nobody Told Me This Before? (Currently -56% off @ £7.50 inc delivery see link in bio). Filled with insights from therapy about how to deal with real life problems. If don’t want to read it and would like me to read it to you, it’s free when you sign up to Audible link in my bio 
Video inspired by the work of Alex Korb

#lowmood #depressionawareness #depressionsupport #therapy #selfhelp #selfcare #grief #psychologist #selfhealing #anxiety #mentalhealth #mentalhealthawareness #WhyHasNobodyToldMeThisBefore #drjulie #mentalhealthrecovery"
socialanxiety,shy,introvert,confidence,confidenceboost,anxious,anxiety,selfhelp,selfcare,selfhelpbook,therapy,psychology,selfdevelopment,selfconfidence,selflove,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drjulie,Cb4609eJ8mc,57,Dr Julie Smith | Psychologist,https://www.instagram.com/p/Cb4609eJ8mc/,https://instagram.fszf2-1.fna.fbcdn.net/v/t50.2886-16/10000000_399694971984370_8703641202630556665_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjEwODAuY2xpcHMuaGlnaCIsInFlX2dyb3VwcyI6IltcImlnX3dlYl9kZWxpdmVyeV92dHNfb3RmXCJdIn0&_nc_ht=instagram.fszf2-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=bosMTTwerm0AX9sv1Xd&edm=AABBvjUBAAAA&vs=1105781903610937_4108648297&_nc_vs=HBksFQAYJEdJQ1dtQUR5MmRJOGhXc0JBUGw3UDFlUGk4bDRicV9FQUFBRhUAAsgBABUAGCRHT1B4aXhEbWUzd0NoMElCQUxHTlV1TjBGSWdGYnFfRUFBQUYVAgLIAQAoABgAGwAVAAAmoM6SvOaA6D8VAigCQzMsF0BMgAAAAAAAGBJkYXNoX2hpZ2hfMTA4MHBfdjERAHX%2BBwA%3D&_nc_rid=415207dc51&ccb=7-5&oh=00_AfCj6lVvuJMOw0dA-7WnOmqrmeM1OJ0tDBTq7qbJlRGjLw&oe=64337096&_nc_sid=83d603,https://instagram.fszf2-1.fna.fbcdn.net/v/t51.2885-15/277906103_522461465930809_903937400554381503_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fszf2-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=kELBT2lHGjAAX_0rqOS&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AfC3lPCarweMqkStWXNNMv1qq3afHPE3EUOIzFqnhGFutQ&oe=64336F21&_nc_sid=83d603,2.81E+18,Video,"Does social anxiety hold you back from connecting with people? If it does, you are not alone. The three tips in this video are just some of the ways you can begin to tackle it so that social anxiety does not need to take over your life. 

For more details on this see my No.1 Sunday Times Bestselling book, Why Has Nobody Told Me This Before? Filled with insights from therapy about how to deal with real life problems, see the link in my bio. If don’t want to read it and would like me to read it to you, it’s free when you sign up to Audible  

#socialanxiety #shy #introvert #confidence #confidenceboost #anxious #anxiety #selfhelp #selfcare #selfhelpbook #therapy #psychology  #selfdevelopment #introvert #selfconfidence #selflove"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,steven,Caop1eUDVzh,46.766,Steven Bartlett,https://www.instagram.com/p/Caop1eUDVzh/,https://scontent-vie1-1.cdninstagram.com/v/t50.2886-16/10000000_137442762101525_1695981412252064608_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjEwODAuY2xpcHMuaGlnaCIsInFlX2dyb3VwcyI6IltcImlnX3dlYl9kZWxpdmVyeV92dHNfb3RmXCJdIn0&_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=VSjj9mGjJ4sAX96ighZ&edm=AABBvjUBAAAA&vs=534006507947692_3631768632&_nc_vs=HBksFQAYJEdJQ1dtQUFWRXdQakFIMEFBR0FiODlZYlZva1hicV9FQUFBRhUAAsgBABUAGCRHRWlYWlJESU1HUldJZUVFQVBuUTk1dGo1VkZIYnFfRUFBQUYVAgLIAQAoABgAGwAVAAAmqtzTjYXA9D8VAigCQzMsF0BHYgxJul41GBJkYXNoX2hpZ2hfMTA4MHBfdjERAHX%2BBwA%3D&_nc_rid=9743336d0f&ccb=7-5&oh=00_AfDDgoquSJhsSuMfeOy6YVwQbutfPawBLM2wavjqyzjGwA&oe=6432C9F3&_nc_sid=83d603,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/275029920_655668448986944_2807908125541642053_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=ZnVdug3Q-DMAX-GXsAk&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AfCdALCrOIM_ScI4SbcmVdMhxR5LOfcaQ-fQ0bs1bNvbhg&oe=6432E0C6&_nc_sid=83d603,2.79E+18,Video,"WORLD LEADING PSYCHOLOGIST @drjulie on THE DIARY OF A CEO 

You’re going to learn incredible hacks for your sleep, confidence, relationships and everything inbetween.

I will be referring back to this conversation in my day-to-day for a very long time. Thank you Julie! 

FULL CONVERSATION WHEREVER YOU GET YOUR PODCASTS / YOUTUBE - search ‘the diary of a ceo’ ??"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drjulie,ChFSerDDphe,45.2,Dr Julie Smith | Psychologist,https://www.instagram.com/p/ChFSerDDphe/,https://instagram.fmad20-1.fna.fbcdn.net/v/t50.2886-16/10000000_114305754703977_1781856825811839831_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5jbGlwcy5iYXNlbGluZSIsInFlX2dyb3VwcyI6IltcImlnX3dlYl9kZWxpdmVyeV92dHNfb3RmXCJdIn0&_nc_ht=instagram.fmad20-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=bgICUccPFPEAX-XAZTD&edm=AABBvjUBAAAA&vs=468088344823394_1161108968&_nc_vs=HBksFQAYJEdJQ1dtQUJwcU9maDlXY0FBRmVySHFkWGJib1licV9FQUFBRhUAAsgBABUAGCRHSWZoeWhHdWdIY0RsU2dHQUttUDBIZ3diN1lWYnFfRUFBQUYVAgLIAQAoABgAGwAVAAAm6IXIoKvK4z8VAigCQzMsF0BGmZmZmZmaGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX%2BBwA%3D&_nc_rid=6e59e970e4&ccb=7-5&oh=00_AfAK9vDzySN1AClz8pcft8xGBIw_ZEhbzO5v8NjttZs12A&oe=64331AE7&_nc_sid=83d603,https://instagram.fmad20-1.fna.fbcdn.net/v/t51.2885-15/298982124_453288436481771_760185219587346167_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fmad20-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=noJt0FrlfaMAX_QAHG3&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AfBp5YX8VT22_ouSD7RWQIucjYKLFSuabIucjA3YBU6pVQ&oe=64333AB2&_nc_sid=83d603,2.9E+18,Video,"The last one is the most important ??
For tips on supporting your loved one with social anxiety, see caption below

 It’s ok to not have all the answers. You can be a huge support to someone’s recovery without being a therapist. 
 When things are difficult to understand our brains tend to take a short cut and suggest something before we know any better. That is judgement. Try to hold back on settling with those judgements and instead always focus on trying to understand.
 The best help is always in the direction of recovery. For example, if my friend finds social situations difficult and I suggest we avoid them together, the anxiety is likely to get worse. If I agree to go with them and be a support while they challenge their fears, that is going to help them move forward. 
 Keep in mind that the person who is socially anxious may never pick up the phone to call you or suggest going out. But that doesn’t mean they don’t want to connect and spend time with you. Keep reminding yourself of that if you start to feel hurt by it. But equally, it’s ok to talk to them about that and work out a compromise. 

Feel free to share. More videos @drjulie 

For more insights from therapy, see the link in my bio for my book, Why Has Nobody Told Me This Before? The UK’s top selling non-fiction book of 2022. 

Dress from @myleeneklass x @nextofficial"
mentalhealthrecovery,stopcomparing,comparison,selfesteem,feelgood,mentalhealthawareness,mentalhealth,selfhelp,selfcare,selfhelpbook,therapy,psychologist,anxiety,selflove,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drjulie,CcvNFKot8HO,35.6,Dr Julie Smith | Psychologist,https://www.instagram.com/p/CcvNFKot8HO/,https://instagram.fbrs1-2.fna.fbcdn.net/v/t50.2886-16/279107561_1138576763383504_8327167571754142926_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjEwODAuY2xpcHMuaGlnaCIsInFlX2dyb3VwcyI6IltcImlnX3dlYl9kZWxpdmVyeV92dHNfb3RmXCJdIn0&_nc_ht=instagram.fbrs1-2.fna.fbcdn.net&_nc_cat=104&_nc_ohc=wcPUfzT97kMAX-YF0Wu&edm=AABBvjUBAAAA&vs=1295814034158253_315046680&_nc_vs=HBksFQAYJEdPblhvaERRN29lUGh3c0VBTTdNam92SkNwQnpicV9FQUFBRhUAAsgBABUAGCRHS1dwbmhDbTNjd2tZaXdCQUo0dS1zYWJHUndIYnFfRUFBQUYVAgLIAQAoABgAGwAVAAAm5PCQu6XAu0AVAigCQzMsF0BBzMzMzMzNGBJkYXNoX2hpZ2hfMTA4MHBfdjERAHX%2BBwA%3D&_nc_rid=b4004818cd&ccb=7-5&oh=00_AfANGz5dvATKpSFK0WmqUgt5kp5rsZCez-Y0gW-XkqriZA&oe=6432F278&_nc_sid=83d603,https://instagram.fbrs1-2.fna.fbcdn.net/v/t51.2885-15/279189326_442825764312283_8109964207348901945_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fbrs1-2.fna.fbcdn.net&_nc_cat=107&_nc_ohc=VkhHWlYo_wQAX--N_Zu&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AfDpmojXXbD6Q4UBZtqUKjDiGpaTBI9IYLxhjTF1GzFWfg&oe=643322C3&_nc_sid=83d603,2.82E+18,Video,"What a look!  My poor husband  Who did you last compare yourself to and how did it leave you feeling? Inspired or envious? Did you turn it into a plan of action to improve your own life or use it as a weapon of self-loathing? When you hear people tell you to just stop comparing yourself, it’s very easy to say, much harder to do. That’s because we are built to be aware of what other people around us are doing and how it’s working out for them. It’s all part of living in social groups. But never before have we had access to images of other people from across the world. And never before have all those people had access to software that could transform images so dramatically that they are almost unrecognisable from the original. So in our new world, comparison can quickly go from being useful to self-destructive. Keep a close eye on how much comparison you are doing and how it is impacting on you.

For more details on this subject, check out my No.1 Sunday Times Bestselling book, Why Has Nobody Told Me This Before? (Currently -50% off @ £7.50 inc delivery see link in bio). Filled with insights from therapy about how to deal with real life problems. If don’t want to read it and would like me to read it to you, it’s free when you sign up to Audible link in my bio 

#mentalhealthrecovery #stopcomparing #comparison #selfesteem #feelgood #mentalhealthawareness #mentalhealth #selfhelp #selfcare #selfhelpbook #therapy #psychologist #anxiety #selflove"
burnout,stress,stressrelief,mentalhealthawarenessweek,mentalhealthawarenessmonth,outtakes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drjulie,CdL-sYFJwtE,17.666,Dr Julie Smith | Psychologist,https://www.instagram.com/p/CdL-sYFJwtE/,https://scontent-mia3-2.cdninstagram.com/v/t50.2886-16/280086443_575521333707533_7832627203150056015_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjEwODAuY2xpcHMuaGlnaCIsInFlX2dyb3VwcyI6IltcImlnX3dlYl9kZWxpdmVyeV92dHNfb3RmXCJdIn0&_nc_ht=scontent-mia3-2.cdninstagram.com&_nc_cat=105&_nc_ohc=NaSrXgsWIVUAX_saRrX&edm=AABBvjUBAAAA&vs=532300421859729_2199296519&_nc_vs=HBksFQAYJEdLdkhzUkFOQTZnQWJ3c0NBRThLMGpYeEZMTnNicV9FQUFBRhUAAsgBABUAGCRHSGI5clJCVFJ4cWpnVTREQUVrdXg3XzA2UlZWYnFfRUFBQUYVAgLIAQAoABgAGwAVAAAm4tnzipiq1D8VAigCQzMsF0Axqn752yLRGBJkYXNoX2hpZ2hfMTA4MHBfdjERAHX%2BBwA%3D&_nc_rid=43c7a13d38&ccb=7-5&oh=00_AfCKoBWdWJ_dVjurCOMLUwFXHsZwhqhwO9yykpmMlPMq2A&oe=6433268F&_nc_sid=83d603,https://scontent-mia3-2.cdninstagram.com/v/t51.2885-15/279916832_316361513945090_6419605674486789960_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-mia3-2.cdninstagram.com&_nc_cat=102&_nc_ohc=C5jtFCcC-6cAX8souyY&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AfAAnywbL61CWj_oLQxKEsSOXNBmQju90eUrQBzZFMNq5w&oe=64332DD1&_nc_sid=83d603,2.83E+18,Video,"Ouch!  outtakes from yesterday’s reel. This one took more takes than I wanted it to! For the full video on burnout check out yesterdays post.
If you’d like to read up on the latest research on burnout and what to do about it, check out my book, Why Has Nobody Told Me This Before? It’s half price right now and it’s still no.1 on the Sunday Times Bestseller list after 15 weeks at the top. The link is in my bio. It’s also free when you sign up to Audible. 

Disclaimer: Don’t try this at home. 

More videos @drjulie 

#burnout #stress #stressrelief #mentalhealthawarenessweek #mentalhealthawarenessmonth #outtakes"
